('11.08', 'KAB. ACEH UTARA'),
('Cot Girek', 'Seuneubok  Baro'),
('Cot Girek', 'Alue Drien'),
('Cot Girek', 'Cempeudak'),
('Cot Girek', 'Matang Teungoh'),
('Cot Girek', 'Pucok Alue'),
('Cot Girek', 'U Baro.'),
('Cot Girek', 'Trieng'),
('Cot Girek', 'Lhok Reuhat'),
('Cot Girek', 'Lueng Baro'),
('Cot Girek', 'Jeulikat'),
('Cot Girek', 'Gampong Ara'),
('Cot Girek', 'Beurandang Dayah'),
('Cot Girek', 'Beurandang Krueng'),
('Cot Girek', 'Seupeng'),
('Cot Girek', 'Beurandang Asan'),
('Cot Girek', 'Drien II'),

('Langkahan', 'Cot Bada'),
('Langkahan', 'Alue Dua'),
('Langkahan', 'Bantayan'),
('Langkahan', 'Kampong Blang'),
('Langkahan', 'Paya Tukai'),
('Langkahan', 'Matang Keutapang'),
('Langkahan', 'Krueng Lingka'),
('Langkahan', 'Simpang Tiga'),
('Langkahan', 'Matang Rubek'),
('Langkahan', 'Leubok Mane'),
('Langkahan', 'Matang Teungoh Selatan'),
('Langkahan', 'Padang Meuria'),
('Langkahan', 'Alue Krak Kayee'),
('Langkahan', 'Tanjong Jawa'),
('Langkahan', 'Meunasah  Blang'),
('Langkahan', 'Tanjong Dalam Selatan'),
('Langkahan', 'Geudumbak'),
('Langkahan', 'Langkahan'),
('Langkahan', 'Rumoh Rayeuk'),
('Langkahan', 'Buket Linteung'),
('Langkahan', 'Lubok Pusaka'),
('Langkahan', 'Seureuke'),
('Langkahan', 'Pante Gaki Bale'),


('Baktiya Barat', 'Keude Sampoiniet'),
('Baktiya Barat', 'Lhok Iboh'),
('Baktiya Barat', 'Matang Bayu'),
('Baktiya Barat', 'Lang Nibong'),
('Baktiya Barat', 'Blang Seunong'),
('Baktiya Barat', 'Singgah Mata'),
('Baktiya Barat', 'Matang Panyang'),
('Baktiya Barat', 'Matang Ceubrek'),
('Baktiya Barat', 'Matang Teungoh'),
('Baktiya Barat', 'Cot Paya'),
('Baktiya Barat', 'Cot Kupok'),
('Baktiya Barat', 'Matang Raya Blang Sialet'),
('Baktiya Barat', 'Pucok Alue Buket'),
('Baktiya Barat', 'Matang Sijuek Timu'),
('Baktiya Barat', 'Matang Sijuek Teungoh'),
('Baktiya Barat', 'Matang Sijuek Barat'),
('Baktiya Barat', 'Cot Laba'),
('Baktiya Barat', 'Meunasah  Pante'),
('Baktiya Barat', 'Meurandeh  Paya'),
('Baktiya Barat', 'Cot Murong'),
('Baktiya Barat', 'Matang Paya'),
('Baktiya Barat', 'Lhok Euncien'),
('Baktiya Barat', 'Cot Usen'),
('Baktiya Barat', 'Meunasah  Hagu'),
('Baktiya Barat', 'Blang Rheue'),
('Baktiya Barat', 'Paya Bateung'),

('Paya Bakong', 'Blang Ara'),
('Paya Bakong', 'Tgk.Dibanda  Pirak'),
('Paya Bakong', 'Paya Meudru'),
('Paya Bakong', 'Blang Sialet'),
('Paya Bakong', 'Buket Guru'),
('Paya Bakong', 'Geulumpang Pirak'),
('Paya Bakong', 'Alue Lhok'),
('Paya Bakong', 'Seuneubok Aceh'),
('Paya Bakong', 'Buket Pidie'),
('Paya Bakong', 'Kebon Pirak'),
('Paya Bakong', 'Alue Leukot'),
('Paya Bakong', 'Blang Mane'),
('Paya Bakong', 'Peureupok'),
('Paya Bakong', 'Ulue Bieng'),
('Paya Bakong', 'Pante Seuleumak'),
('Paya Bakong', 'Meuria Seuleumak'),
('Paya Bakong', 'Tunong Krueng'),
('Paya Bakong', 'Geureughek'),
('Paya Bakong', 'Meunye Seuleumak'),
('Paya Bakong', 'Simpang'),
('Paya Bakong', 'Tumpok Mesjid'),
('Paya Bakong', 'Jok'),
('Paya Bakong', 'Leuhong'),
('Paya Bakong', 'Tanjong Burunyong'),
('Paya Bakong', 'Keude Paya Bakong'),
('Paya Bakong', 'Blang Gunci'),
('Paya Bakong', 'Gampong Nga'),
('Paya Bakong', 'Mampree'),
('Paya Bakong', 'Matang Panyang'),
('Paya Bakong', 'Tanjung Drien'),
('Paya Bakong', 'Asan Seuleumak'),
('Paya Bakong', 'Tgk. Dibanda Tek-Tek'),
('Paya Bakong', 'Cot Teufah'),
('Paya Bakong', 'Pucok Alue Seuleumak'),
('Paya Bakong', 'Lueng'),
('Paya Bakong', 'Cempeudak'),
('Paya Bakong', 'Blang Paku'),
('Paya Bakong', 'Blang Dalam'),
('Paya Bakong', 'Blang Pante'),

('Nibong', 'Nibong Baroh'),
('Nibong', 'Nibong Wakheuh'),
('Nibong', 'Keude Nibong'),
('Nibong', 'Keupok Nibong'),
('Nibong', 'Dayah Nibong'),
('Nibong', 'Sumbok Rayeuk'),
('Nibong', 'Paya Terbang'),
('Nibong', 'Teupin Jok'),
('Nibong', 'Mamplam'),
('Nibong', 'Keulilee'),
('Nibong', 'Meunye Lhee'),
('Nibong', 'Ranto'),
('Nibong', 'Seulunyok'),
('Nibong', 'Keh Nibong'),
('Nibong', 'Alue Ie Mirah'),
('Nibong', 'Maddi'),
('Nibong', 'Alue Ngom'),
('Nibong', 'Tanjong Putoh'),
('Nibong', 'Bumban'),
('Nibong', 'Alue Panah'),

('Simpang Kramat', 'Keude Simpang Empat'),
('Simpang Kramat', 'Seuneubok Punti'),
('Simpang Kramat', 'Paya Leupah'),
('Simpang Kramat', 'Paya Teungoh'),
('Simpang Kramat', 'Keubon Baro'),
('Simpang Kramat', 'Meunasah Teungoh'),
('Simpang Kramat', 'Meunasah Baroh'),
('Simpang Kramat', 'Mancang'),
('Simpang Kramat', 'Alue Bade'),
('Simpang Kramat', 'Meunasah Dayah SPK'),
('Simpang Kramat', 'Kilometer VI'),
('Simpang Kramat', 'Kilometer VIII'),
('Simpang Kramat', 'Ie Tarek I'),
('Simpang Kramat', 'Ie Tarek II'),
('Simpang Kramat', 'Pase Sentosa'),
('Simpang Kramat', 'Blang Raleue'),

('1Lapang', 'Keureutou'),
('1Lapang', 'Lueng Baro'),
('1Lapang', 'Merbo Jurong'),
('1Lapang', 'Merbo Lama'),
('1Lapang', 'Tanjong Dama'),
('1Lapang', 'Geulanggang Baro'),
('1Lapang', 'Matang Tunong'),
('1Lapang', 'Keude Lapang'),
('1Lapang', 'Matang Baroh'),
('1Lapang', 'Kuala Kereuto'),
('1Lapang', 'Kuala Cangkoy'),

('Pirak Timur', 'Rayeuk Pange'),
('Pirak Timur', 'Bungong'),
('Pirak Timur', 'Geulumpang'),
('Pirak Timur', 'Asan Krueng Kreh'),
('Pirak Timur', 'Beuracan Rata'),
('Pirak Timur', 'Reungkam'),
('Pirak Timur', 'Trieng Krueng Kreh'),
('Pirak Timur', 'Keutapang'),
('Pirak Timur', 'Bili Baro'),
('Pirak Timur', 'Paya Lueng Jalo'),
('Pirak Timur', 'Alue Rimee'),
('Pirak Timur', 'Serdang'),
('Pirak Timur', 'Ara Ton-Ton Moncrang'),
('Pirak Timur', 'Tanjong Seureukuy'),
('Pirak Timur', 'Ulee Blang'),
('Pirak Timur', 'Krueng Pirak'),
('Pirak Timur', 'Matang Keh'),
('Pirak Timur', 'Leupe'),
('Pirak Timur', 'Ceumeucet'),
('Pirak Timur', 'Teupin U'),
('Pirak Timur', 'Alue Bungkoh'),
('Pirak Timur', 'Pucok Alue'),
('Pirak Timur', 'Meunye Tujoh'),


('Geuredong Pase', 'Lhok Asan'),
('Geuredong Pase', 'Darul Aman'),
('Geuredong Pase', 'Alue Awe'),
('Geuredong Pase', 'Darussalam'),
('Geuredong Pase', 'Rayeuk Jawa'),
('Geuredong Pase', 'Dayah Seupeng'),
('Geuredong Pase', 'Uram Jalan'),
('Geuredong Pase', 'Peudari'),
('Geuredong Pase', 'Krueng Mbang'),
('Geuredong Pase', 'Pulo Meuria'),
('Geuredong Pase', 'Suka Damai'),

('Banda Baro', 'Paya Dua'),
('Banda Baro', 'Cot Jabet'),
('Banda Baro', 'Ulee Nyeue'),
('Banda Baro', 'Paya Uleue'),
('Banda Baro', 'Jamuan'),
('Banda Baro', 'Alue Keurinyai'),
('Banda Baro', 'Sangkelan'),
('Banda Baro', 'Blang Pala'),
('Banda Baro', 'Paya Beunyet'),

('Nisam Antara', 'Alue Dua'),
('Nisam Antara', 'Seumirah'),
('Nisam Antara', 'Darussalam'),
('Nisam Antara', 'Alue Papeun'),
('Nisam Antara', 'Blang Jrat'),
('Nisam Antara', 'Blang Pohroh'),
